Word,Definition,Context
reprieve,,"But perhaps when the death sentence has been passed on a thief, the king might reprieve him for a time without right of sanctuary,39 and thus see how the plan worked. "
dogged,,"We maintained a dogged focus on improving the shopping experience, and in 1997 substantially enhanced our store. "
stroboscopic,,"Lecture 2: Motion Lenny complained, “George, this jumpy stroboscopic stuff makes me nervous. "
sham,,"Defined as the exercise of sovereign power, or the unfettered enjoyment of imperial rule (the criteria still favoured by many historians), the British Empire in its heyday was largely a sham. "
perdition,,"He called him a knave, a slanderer, a sneak and a “son of perdition”,43 quoting the meanwhile terrible denunciations from Holy Scripture. "
cybernetics,,"Many kinds of systems have been studied and the fields that have considered them are quite varied: general systems theory, cybernetics, and studies in artificial intelligence in the 1950s; dynamic systems theory in the 1960s; and chaos theory in the 1970s. "
Ellington,,"So I spent the afternoons and evenings listening to Parker, Armstrong, Ellington, and then Goodman and Getz. "
Getz,,"So I spent the afternoons and evenings listening to Parker, Armstrong, Ellington, and then Goodman and Getz. "
insipid,,I did play once—it was during my sophomore year—when I allowed beer and the enthusiastic goading of Peter Cage to overcome my self-consciousness and banged out an insipid “The Way You Look Tonight” on the piano. 
schmuck,,"Instead, she went back to her notebook, leaving me standing there, feeling like a schmuck. "
penchant,,"Her hair was curly and long where Claire’s was straight and cut to above her shoulders, her lips were full and curvy—probably twice the surface area of her daughter’s—and she didn’t have Claire’s penchant for wearing black. "
davening,,"He told me later that he had acquired the habit in his childhood synagogue, watching Jewish scholars davening. "
magnanimous,,"Not having had a family of his own, upon his death he left us, his nephews, the children of his magnanimous brothers, the fortune that had been multiplying in his bank account practically untouched in its entirety. "
veritable,,The contemptuous dismissal of their older brother by Father and Uncle Anargyros had puzzled me from my earliest years and had gradually become for me a veritable mystery. 
scant,,The discrepancy between the picture they painted of him and the impression I formed through our scant personal contact was so glaring that even an immature mind like mine was compelled to wonder. 
Antipathies,,"The Antipathies, I think—” (she was rather glad there was no one listening,"
curtseying,,(and she tried to curtsey as she spoke—fancy curtseying as you’re falling through the air! 
poker,,"simple rules their friends had taught them: such as, that a red-hot poker will burn you if you hold it too long; and that if"
expedient,,Wordsworth’s expedient was to identify it with certain moments in his own past. 
sucker,,Technology can degrade (and endanger) every aspect of a sucker’s life while convincing him that it is becoming more “efficient.” 
finesse,,"Only in recent history has “working hard” signaled pride rather than shame for lack of talent, finesse, and, mostly, sprezzatura. "
sprezzatura,,"Only in recent history has “working hard” signaled pride rather than shame for lack of talent, finesse, and, mostly, sprezzatura. "
hypochondria,,"There is a distinction between expressive hypochondria and literature, just as there is one between self-help and philosophy. "
gangrene,,"This interpretation took him to “poetic”Abyssinia (in East Africa), where he was brutalized by a Christian Lebanese slave dealer, contracted syphilis, and lost a leg to gangrene. "
